#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
01 40 32.2745	-57.8669090	HYI 	I
01 44 28.0547	-57.8720093	HYI 	I
01 48 23.8327	-57.8772964	HYI 	I
01 52 19.6813	-57.8827744	HYI 	I
01 56 15.5649	-57.8884354	HYI 	I
02 00 11.4498	-57.8942795	HYI 	I
02 04 07.4085	-57.9003067	HYI 	I
02 08 03.4062	-57.9065132	HYI 	I
02 11 59.4089	-57.9128952	HYI 	I
02 13 57.4619	-57.9161568	HYI 	O
02 13 51.6249	-58.9160690	HYI 	I
02 13 45.4397	-59.9159851	HYI 	I
02 13 38.8704	-60.9158936	HYI 	I
02 13 31.8749	-61.9157982	HYI 	I
02 13 24.4071	-62.9156952	HYI 	I
02 13 16.4111	-63.9155769	HYI 	I
02 13 07.8237	-64.9154587	HYI 	I
02 12 58.5709	-65.9153290	HYI 	I
02 12 48.5665	-66.9151917	HYI 	O
02 16 42.7803	-66.9217911	HYI 	I
02 20 37.0907	-66.9285583	HYI 	I
02 24 31.4669	-66.9355011	HYI 	I
02 28 25.8711	-66.9426117	HYI 	I
02 32 20.3787	-66.9498901	HYI 	I
02 36 14.9555	-66.9573288	HYI 	I
02 40 09.5679	-66.9649353	HYI 	I
02 44 04.2864	-66.9727020	HYI 	I
02 47 59.0799	-66.9806213	HYI 	I
02 51 53.9125	-66.9887009	HYI 	I
02 55 48.8568	-66.9969330	HYI 	I
02 59 43.8792	-67.0053177	HYI 	I
03 03 38.9473	-67.0138550	HYI 	I
03 07 34.1310	-67.0225372	HYI 	I
03 11 29.3982	-67.0313568	HYI 	I
03 13 27.0455	-67.0358200	HYI 	O
21 29 31.0305	-60.4575691	IND 	I
21 29 38.8515	-61.4574356	IND 	I
21 29 47.1941	-62.4573059	IND 	I
21 29 56.1066	-63.4571648	IND 	I
21 30 05.6718	-64.4570084	IND 	I
21 30 15.9645	-65.4568481	IND 	I
21 30 27.0677	-66.4566727	IND 	I
21 30 39.1047	-67.4564743	IND 	I
21 30 52.1921	-68.4562683	IND 	I
21 31 06.4881	-69.4560394	IND 	I
21 31 22.1847	-70.4557877	IND 	I
21 31 39.5087	-71.4555130	IND 	I
21 31 58.7280	-72.4552078	IND 	I
21 32 20.1923	-73.4548569	IND 	I
21 32 44.3418	-74.4544678	IND 	O
21 36 35.9748	-74.4471359	IND 	I
21 40 27.5185	-74.4399643	IND 	I
21 44 18.9179	-74.4329605	IND 	I
21 48 10.2625	-74.4261246	IND 	I
21 52 01.5111	-74.4194641	IND 	I
21 55 52.6361	-74.4129715	IND 	I
21 59 43.7061	-74.4066467	IND 	I
22 03 34.6867	-74.4005051	IND 	I
22 07 25.5504	-74.3945313	IND 	I
22 11 16.3665	-74.3887405	IND 	I
22 15 07.1067	-74.3831329	IND 	I
22 18 57.7440	-74.3777084	IND 	I
22 22 48.3333	-74.3724594	IND 	I
22 26 38.8471	-74.3674011	IND 	I
22 30 29.2716	-74.3625259	IND 	I
22 34 19.6551	-74.3578339	IND 	I
22 38 09.9765	-74.3533325	IND 	I
22 42 00.2019	-74.3490219	IND 	I
22 45 50.4065	-74.3449097	IND 	I
22 49 40.5567	-74.3409805	IND 	I
22 53 30.6171	-74.3372421	IND 	I
22 57 20.6640	-74.3337021	IND 	I
23 01 10.6695	-74.3303604	IND 	I
23 05 00.5859	-74.3272095	IND 	I
23 08 50.5093	-74.3242569	IND 	I
23 12 40.3845	-74.3214951	IND 	I
23 16 30.1839	-74.3189392	IND 	I
23 20 19.9907	-74.3165817	IND 	I
23 24 09.7629	-74.3144226	IND 	I
23 27 59.4799	-74.3124619	IND 	O
23 27 53.4787	-73.3124847	IND 	I
23 27 48.1367	-72.3125153	IND 	I
23 27 43.3437	-71.3125305	IND 	I
23 27 39.0247	-70.3125458	IND 	I
23 27 35.1108	-69.3125610	IND 	I
23 27 31.5403	-68.3125763	IND 	I
23 27 28.2719	-67.3125916	IND 	I
23 27 26.7339	-66.8125992	IND 	O
23 23 33.4871	-66.8145828	IND 	I
23 19 40.1927	-66.8167801	IND 	I
23 15 46.8705	-66.8191757	IND 	I
23 11 53.5689	-66.8217697	IND 	I
23 08 00.2055	-66.8245697	IND 	I
23 04 06.8009	-66.8275681	IND 	I
23 00 13.4172	-66.8307648	IND 	I
22 56 19.9713	-66.8341599	IND 	I
22 52 26.4843	-66.8377533	IND 	I
22 48 32.9976	-66.8415451	IND 	I
22 44 39.4419	-66.8455276	IND 	I
22 40 45.8519	-66.8497086	IND 	I
22 36 52.2619	-66.8540802	IND 	I
22 32 58.5895	-66.8586426	IND 	I
22 29 04.8761	-66.8634033	IND 	I
22 25 11.1421	-66.8683472	IND 	I
22 21 17.3391	-66.8734741	IND 	I
22 17 23.4816	-66.8787994	IND 	I
22 13 29.6101	-66.8843002	IND 	I
22 09 35.6562	-66.8899918	IND 	O
22 09 26.7847	-65.8900986	IND 	I
22 09 18.5724	-64.8901978	IND 	I
22 09 10.9573	-63.8902893	IND 	I
22 09 03.8646	-62.8903847	IND 	I
22 08 57.2453	-61.8904648	IND 	I
22 08 51.0378	-60.8905411	IND 	I
22 08 45.2083	-59.8906097	IND 	I
22 08 39.7219	-58.8906784	IND 	I
22 08 34.5379	-57.8907471	IND 	I
22 08 29.6419	-56.8908043	IND 	I
22 08 27.2868	-56.3908348	IND 	O
22 08 22.7619	-55.3908882	IND 	I
22 08 18.4635	-54.3909416	IND 	I
22 08 14.3643	-53.3909950	IND 	I
22 08 10.4571	-52.3910408	IND 	I
22 08 06.7218	-51.3910866	IND 	I
22 08 03.1513	-50.3911324	IND 	I
22 07 59.7180	-49.3911743	IND 	O
22 04 02.6947	-49.3971176	IND 	I
22 00 05.6787	-49.4032440	IND 	I
21 56 08.5866	-49.4095497	IND 	I
21 52 11.4744	-49.4160347	IND 	I
21 48 14.3619	-49.4226952	IND 	I
21 44 17.1809	-49.4295311	IND 	I
21 40 19.9722	-49.4365387	IND 	I
21 36 22.7635	-49.4437141	IND 	I
21 32 25.4796	-49.4510612	IND 	I
21 28 28.1679	-49.4585724	IND 	O
21 28 23.8901	-48.4586372	IND 	I
21 28 19.7839	-47.4587059	IND 	I
21 28 15.8289	-46.4587669	IND 	I
21 28 12.0111	-45.4588280	IND 	I
21 28 10.1571	-44.9588585	IND 	O
21 24 12.4473	-44.9665451	IND 	I
21 20 14.6760	-44.9743919	IND 	I
21 16 16.8769	-44.9824028	IND 	I
21 12 19.0710	-44.9905663	IND 	I
21 08 21.2031	-44.9988861	IND 	I
21 04 23.3011	-45.0073547	IND 	I
21 00 25.3991	-45.0159760	IND 	I
20 56 27.4283	-45.0247421	IND 	I
20 52 29.4165	-45.0336533	IND 	I
20 48 31.4043	-45.0427055	IND 	I
20 44 33.3168	-45.0518990	IND 	I
20 40 35.1951	-45.0612297	IND 	I
20 36 37.0663	-45.0706902	IND 	I
20 32 38.8691	-45.0802803	IND 	I
20 28 40.6308	-45.0900002	IND 	O
20 28 45.4577	-46.0899048	IND 	I
20 28 50.4635	-47.0898018	IND 	I
20 28 55.6683	-48.0896912	IND 	I
20 29 01.0719	-49.0895844	IND 	I
20 29 06.6959	-50.0894699	IND 	I
20 29 12.5664	-51.0893440	IND 	I
20 29 18.6915	-52.0892220	IND 	I
20 29 25.1049	-53.0890923	IND 	I
20 29 31.8131	-54.0889511	IND 	I
20 29 38.8583	-55.0888062	IND 	I
20 29 46.2671	-56.0886574	IND 	I
20 29 50.1123	-56.5885773	IND 	O
20 29 58.1255	-57.5884094	IND 	I
20 30 06.5919	-58.5882378	IND 	I
20 30 15.5523	-59.5880547	IND 	O
20 34 12.5415	-59.5783844	IND 	I
20 38 09.4614	-59.5688438	IND 	I
20 42 06.2856	-59.5594330	IND 	I
20 46 03.0753	-59.5501556	IND 	I
20 49 59.8033	-59.5410156	IND 	I
20 53 56.4349	-59.5320168	IND 	I
20 57 53.0391	-59.5231552	IND 	I
21 01 49.5819	-59.5144424	IND 	I
21 05 46.0281	-59.5058746	IND 	I
21 09 42.4541	-59.4974556	IND 	I
21 13 38.8179	-59.4891853	IND 	I
21 17 35.0995	-59.4810753	IND 	I
21 21 31.3535	-59.4731178	IND 	I
21 25 27.5595	-59.4653206	IND 	I
21 29 23.6763	-59.4576836	IND 	O
22 01 22.2463	 36.6008415	LAC 	I
21 57 50.6430	 36.5953827	LAC 	O
21 57 48.2807	 37.5953484	LAC 	I
21 57 45.8499	 38.5953178	LAC 	I
21 57 43.3509	 39.5952873	LAC 	I
21 57 40.7757	 40.5952492	LAC 	I
21 57 38.1323	 41.5952187	LAC 	I
21 57 35.3923	 42.5951843	LAC 	I
21 57 32.5703	 43.5951424	LAC 	I
21 57 30.3937	 44.3451195	LAC 	O
21 59 31.5935	 44.3482628	LAC 	O
21 59 30.8655	 44.5982513	LAC 	O
22 03 03.0391	 44.6036453	LAC 	O
22 03 00.1415	 45.6036072	LAC 	I
22 02 57.1341	 46.6035690	LAC 	I
22 02 54.0165	 47.6035309	LAC 	I
22 02 50.7757	 48.6034927	LAC 	I
22 02 47.4043	 49.6034470	LAC 	I
22 02 43.8954	 50.6034050	LAC 	I
22 02 40.2288	 51.6033592	LAC 	I
22 02 36.4041	 52.6033096	LAC 	I
22 02 33.4104	 53.3532715	LAC 	O
22 06 36.7779	 53.3592796	LAC 	I
22 10 40.2147	 53.3651047	LAC 	I
22 12 41.9223	 53.3679428	LAC 	O
22 12 38.0909	 54.3679008	LAC 	I
22 12 34.0671	 55.3678551	LAC 	I
22 12 33.0303	 55.6178436	LAC 	O
22 16 36.8101	 55.6233864	LAC 	I
22 20 40.6313	 55.6287384	LAC 	I
22 23 43.5123	 55.6326256	LAC 	O
22 23 39.6258	 56.6325874	LAC 	I
22 23 38.6232	 56.8825760	LAC 	O
22 27 42.6913	 56.8875885	LAC 	I
22 31 46.7457	 56.8924065	LAC 	I
22 35 50.8758	 56.8970261	LAC 	I
22 39 55.0059	 56.9014473	LAC 	I
22 43 59.1975	 56.9056625	LAC 	I
22 48 03.4099	 56.9096794	LAC 	I
22 52 07.6224	 56.9134865	LAC 	I
22 56 11.8896	 56.9170914	LAC 	I
22 57 12.9665	 56.9179611	LAC 	O
22 57 15.6240	 55.9179840	LAC 	I
22 57 18.1509	 54.9179993	LAC 	I
22 57 20.5542	 53.9180145	LAC 	I
22 57 22.2843	 53.1680298	LAC 	O
22 57 24.4955	 52.1680412	LAC 	I
22 57 26.6101	 51.1680603	LAC 	I
22 57 28.6359	 50.1680717	LAC 	I
22 57 30.5791	 49.1680870	LAC 	I
22 57 32.4468	 48.1681023	LAC 	I
22 57 34.2389	 47.1681137	LAC 	I
22 57 35.9622	 46.1681252	LAC 	I
22 57 37.6308	 45.1681366	LAC 	I
22 57 39.2379	 44.1681480	LAC 	I
22 57 40.7963	 43.1681557	LAC 	I
22 57 42.3000	 42.1681709	LAC 	I
22 57 43.7559	 41.1681786	LAC 	I
22 57 45.1703	 40.1681900	LAC 	I
22 57 46.5437	 39.1682014	LAC 	I
22 57 47.8757	 38.1682091	LAC 	I
22 57 49.1735	 37.1682205	LAC 	I
22 57 50.4435	 36.1682281	LAC 	I
22 57 51.6729	 35.1682358	LAC 	O
22 54 50.2063	 35.1656151	LAC 	O
22 54 49.5677	 35.6656113	LAC 	O
22 50 47.5800	 35.6619377	LAC 	I
22 46 45.6060	 35.6580620	LAC 	I
22 42 43.6803	 35.6539841	LAC 	I
22 38 41.7271	 35.6497040	LAC 	I
22 34 39.7873	 35.6452255	LAC 	I
22 30 37.8961	 35.6405487	LAC 	I
22 26 35.9909	 35.6356773	LAC 	I
22 22 34.0993	 35.6306076	LAC 	I
22 18 32.2491	 35.6253471	LAC 	I
22 14 30.3918	 35.6198921	LAC 	I
22 10 28.5485	 35.6142502	LAC 	I
22 06 26.7599	 35.6084213	LAC 	I
22 05 26.2939	 35.6069336	LAC 	O
22 05 24.1105	 36.6069069	LAC 	O
10 51 19.4231	 -5.6621857	LEO 	I
10 51 20.3295	 -4.6621928	LEO 	I
10 51 21.2325	 -3.6622002	LEO 	I
10 51 22.1321	 -2.6622071	LEO 	I
10 51 23.0313	 -1.6622140	LEO 	I
10 51 23.9310	 -0.6622211	LEO 	O
10 51 24.8307	  0.3377719	LEO 	I
10 51 25.7299	  1.3377649	LEO 	I
10 51 26.6295	  2.3377581	LEO 	I
10 51 27.5289	  3.3377509	LEO 	I
10 51 28.4321	  4.3377438	LEO 	I
10 51 29.3382	  5.3377371	LEO 	I
10 51 30.2447	  6.3377299	LEO 	O
10 47 30.5574	  6.3415694	LEO 	I
10 43 30.9079	  6.3456092	LEO 	I
10 39 31.2171	  6.3498483	LEO 	I
10 35 31.5229	  6.3542852	LEO 	I
10 31 31.8630	  6.3589182	LEO 	I
10 27 32.1685	  6.3637466	LEO 	I
10 23 32.4711	  6.3687687	LEO 	I
10 19 32.8044	  6.3739820	LEO 	I
10 15 33.1031	  6.3793864	LEO 	I
10 11 33.3985	  6.3849797	LEO 	I
10 07 33.7285	  6.3907595	LEO 	I
10 03 34.0203	  6.3967257	LEO 	I
09 59 34.3057	  6.4028749	LEO 	I
09 55 34.6285	  6.4092054	LEO 	I
09 51 34.9103	  6.4157166	LEO 	I
09 47 35.1921	  6.4224052	LEO 	I
09 43 35.5015	  6.4292688	LEO 	I
09 41 35.6201	  6.4327669	LEO 	O
09 37 35.9292	  6.4398904	LEO 	I
09 33 36.2005	  6.4471850	LEO 	I
09 29 36.4653	  6.4546485	LEO 	I
09 25 36.7641	  6.4622765	LEO 	I
09 21 37.0221	  6.4700689	LEO 	O
09 21 38.9445	  7.4700375	LEO 	I
09 21 40.8741	  8.4700060	LEO 	I
09 21 42.8101	  9.4699736	LEO 	I
09 21 44.7603	 10.4699421	LEO 	I
09 21 46.7241	 11.4699097	LEO 	I
09 21 48.7019	 12.4698772	LEO 	I
09 21 50.6931	 13.4698448	LEO 	I
09 21 52.7015	 14.4698114	LEO 	I
09 21 54.7305	 15.4697781	LEO 	I
09 21 56.7767	 16.4697437	LEO 	I
09 21 58.8435	 17.4697113	LEO 	I
09 22 00.9343	 18.4696770	LEO 	I
09 22 03.0493	 19.4696407	LEO 	I
09 22 05.1913	 20.4696064	LEO 	I
09 22 07.3614	 21.4695702	LEO 	I
09 22 09.5621	 22.4695339	LEO 	I
09 22 11.7937	 23.4694996	LEO 	I
09 22 14.0559	 24.4694614	LEO 	I
09 22 16.3599	 25.4694233	LEO 	I
09 22 18.7014	 26.4693851	LEO 	I
09 22 21.0807	 27.4693451	LEO 	I
09 22 23.5077	 28.4693050	LEO 	I
09 22 25.9795	 29.4692650	LEO 	I
09 22 28.4995	 30.4692230	LEO 	I
09 22 31.0710	 31.4691811	LEO 	I
09 22 33.7011	 32.4691391	LEO 	I
09 22 35.0364	 32.9691162	LEO 	O
09 26 33.5771	 32.9613647	LEO 	I
09 30 32.0562	 32.9537735	LEO 	I
09 34 30.5555	 32.9463501	LEO 	I
09 38 29.0343	 32.9390945	LEO 	I
09 42 27.4583	 32.9320068	LEO 	I
09 46 25.8993	 32.9250946	LEO 	I
09 50 24.3233	 32.9183540	LEO 	I
09 54 22.6923	 32.9117889	LEO 	I
09 58 21.0817	 32.9054031	LEO 	I
10 00 20.2525	 32.9022789	LEO 	O
10 00 18.1515	 31.9023056	LEO 	I
10 00 16.0917	 30.9023304	LEO 	I
10 00 14.0763	 29.9023590	LEO 	I
10 00 12.0985	 28.9023838	LEO 	I
10 00 10.1625	 27.9024086	LEO 	O
10 04 08.8230	 27.8962860	LEO 	I
10 08 07.4703	 27.8903465	LEO 	I
10 12 06.0693	 27.8845940	LEO 	I
10 16 04.6923	 27.8790245	LEO 	I
10 20 03.3018	 27.8736458	LEO 	I
10 24 01.8663	 27.8684559	LEO 	I
10 28 00.4551	 27.8634567	LEO 	I
10 31 59.0333	 27.8586502	LEO 	I
10 35 57.5707	 27.8540401	LEO 	I
10 36 57.2163	 27.8529167	LEO 	O
10 36 55.8497	 26.8529282	LEO 	I
10 36 54.5073	 25.8529415	LEO 	I
10 36 53.1889	 24.8529549	LEO 	I
10 36 51.8879	 23.8529663	LEO 	I
10 36 50.6106	 22.8529778	LEO 	O
10 40 49.4569	 22.8486061	LEO 	I
10 44 48.2619	 22.8444309	LEO 	I
10 48 47.0977	 22.8404560	LEO 	I
10 51 46.2093	 22.8376045	LEO 	O
10 51 47.2734	 23.8375969	LEO 	I
10 51 48.3585	 24.8375893	LEO 	O
10 55 47.0640	 24.8339653	LEO 	I
10 59 45.7281	 24.8305454	LEO 	I
11 03 44.4197	 24.8273258	LEO 	I
11 06 43.4250	 24.8250446	LEO 	O
11 06 44.3001	 25.8250389	LEO 	I
11 06 45.1929	 26.8250332	LEO 	I
11 06 46.0995	 27.8250294	LEO 	I
11 06 46.5595	 28.3250256	LEO 	O
11 10 45.0246	 28.3221664	LEO 	I
11 14 43.4519	 28.3195133	LEO 	I
11 18 41.9065	 28.3170643	LEO 	I
11 22 40.3579	 28.3148251	LEO 	I
11 26 38.7683	 28.3127899	LEO 	I
11 30 37.2093	 28.3109646	LEO 	I
11 34 35.6433	 28.3093472	LEO 	I
11 38 34.0433	 28.3079395	LEO 	I
11 42 32.4741	 28.3067417	LEO 	I
11 46 30.9051	 28.3057518	LEO 	I
11 50 29.2945	 28.3049736	LEO 	I
11 54 27.7185	 28.3044052	LEO 	I
11 58 26.1459	 28.3040466	LEO 	O
11 58 26.0670	 27.3040485	LEO 	I
11 58 25.9878	 26.3040485	LEO 	I
11 58 25.9158	 25.3040466	LEO 	I
11 58 25.8402	 24.3040485	LEO 	I
11 58 25.7682	 23.3040485	LEO 	I
11 58 25.6962	 22.3040466	LEO 	I
11 58 25.6239	 21.3040485	LEO 	I
11 58 25.5555	 20.3040485	LEO 	I
11 58 25.4867	 19.3040466	LEO 	I
11 58 25.4179	 18.3040485	LEO 	I
11 58 25.3495	 17.3040485	LEO 	I
11 58 25.2840	 16.3040485	LEO 	I
11 58 25.2189	 15.3040485	LEO 	I
11 58 25.1537	 14.3040485	LEO 	I
11 58 25.0885	 13.3040485	LEO 	O
11 58 25.0233	 12.3040485	LEO 	I
11 58 24.9615	 11.3040485	LEO 	I
11 58 24.8963	 10.3040485	LEO 	O
11 54 25.4319	 10.3044081	LEO 	I
11 50 25.9677	 10.3049793	LEO 	I
11 46 26.5379	 10.3057613	LEO 	I
11 42 27.0738	 10.3067541	LEO 	I
11 38 27.6061	 10.3079576	LEO 	I
11 37 27.7651	 10.3082914	LEO 	O
11 37 27.4285	  9.3082924	LEO 	I
11 37 27.0919	  8.3082943	LEO 	I
11 37 26.7589	  7.3082948	LEO 	I
11 37 26.4295	  6.3082957	LEO 	I
11 37 26.0965	  5.3082967	LEO 	I
11 37 25.7667	  4.3082972	LEO 	I
11 37 25.4373	  3.3082983	LEO 	I
11 37 25.1112	  2.3082993	LEO 	I
11 37 24.7815	  1.3083003	LEO 	I
11 37 24.4553	  0.3083012	LEO 	I
11 37 24.1259	 -0.6916979	LEO 	O
11 37 23.7997	 -1.6916969	LEO 	I
11 37 23.4699	 -2.6916959	LEO 	I
11 37 23.1438	 -3.6916952	LEO 	I
11 37 22.8144	 -4.6916943	LEO 	I
11 37 22.4814	 -5.6916928	LEO 	I
11 37 22.1517	 -6.6916924	LEO 	O
11 33 21.8189	 -6.6902204	LEO 	I
11 29 21.4861	 -6.6885381	LEO 	I
11 25 21.1911	 -6.6866455	LEO 	I
11 21 20.8584	 -6.6845436	LEO 	I
11 17 20.5289	 -6.6822329	LEO 	I
11 13 20.2371	 -6.6797142	LEO 	I
11 09 19.9113	 -6.6769881	LEO 	I
11 05 19.5853	 -6.6740551	LEO 	I
11 01 19.2972	 -6.6709175	LEO 	I
10 57 18.9713	 -6.6675744	LEO 	I
10 53 18.6522	 -6.6640282	LEO 	I
10 51 18.5133	 -6.6621790	LEO 	O
09 56 21.9077	 32.9085732	LMI 	I
09 52 23.5113	 32.9150505	LMI 	I
09 48 25.0974	 32.9216995	LMI 	I
09 44 26.6979	 32.9285278	LMI 	I
09 40 28.2465	 32.9355278	LMI 	I
09 36 29.7777	 32.9426994	LMI 	I
09 32 31.3263	 32.9500427	LMI 	I
09 28 32.8167	 32.9575500	LMI 	I
09 24 34.2897	 32.9652214	LMI 	I
09 22 35.0364	 32.9691162	LMI 	O
09 22 37.7559	 33.9690704	LMI 	I
09 22 40.5401	 34.9690247	LMI 	I
09 22 43.3931	 35.9689789	LMI 	I
09 22 46.3181	 36.9689293	LMI 	I
09 22 49.3187	 37.9688835	LMI 	I
09 22 52.4053	 38.9688339	LMI 	I
09 22 53.1915	 39.2188187	LMI 	O
09 26 51.3510	 39.2110786	LMI 	I
09 30 49.4521	 39.2034988	LMI 	I
09 34 47.5605	 39.1960869	LMI 	I
09 38 45.6443	 39.1888428	LMI 	I
09 42 43.6734	 39.1817665	LMI 	O
09 42 46.5264	 40.1817284	LMI 	I
09 42 49.4687	 41.1816826	LMI 	I
09 42 50.2171	 41.4316750	LMI 	O
09 46 48.0918	 41.4247742	LMI 	I
09 50 45.9456	 41.4180489	LMI 	I
09 54 43.7379	 41.4115028	LMI 	I
09 58 41.5405	 41.4051323	LMI 	I
10 02 39.3223	 41.3989410	LMI 	I
10 06 37.0458	 41.3929329	LMI 	I
10 10 34.7901	 41.3871078	LMI 	I
10 14 32.5068	 41.3814697	LMI 	I
10 17 30.7737	 41.3773613	LMI 	O
10 17 28.4838	 40.3773880	LMI 	I
10 17 26.2590	 39.3774109	LMI 	O
10 21 24.0649	 39.3720970	LMI 	I
10 25 21.8881	 39.3669701	LMI 	I
10 29 19.6973	 39.3620338	LMI 	I
10 33 17.4517	 39.3572960	LMI 	I
10 37 15.2303	 39.3527451	LMI 	I
10 41 12.9915	 39.3483925	LMI 	I
10 45 10.7049	 39.3442383	LMI 	I
10 49 08.4421	 39.3402824	LMI 	I
10 53 06.1623	 39.3365211	LMI 	I
10 54 05.5605	 39.3356133	LMI 	O
10 54 04.1220	 38.3356285	LMI 	I
10 54 02.7177	 37.3356361	LMI 	I
10 54 01.3547	 36.3356476	LMI 	I
10 54 00.0227	 35.3356590	LMI 	I
10 53 58.7249	 34.3356667	LMI 	I
10 53 57.4581	 33.3356781	LMI 	O
10 57 55.6175	 33.3321609	LMI 	I
11 01 53.7705	 33.3288498	LMI 	I
11 05 51.8748	 33.3257408	LMI 	I
11 06 51.4141	 33.3249931	LMI 	O
11 06 50.4011	 32.3250008	LMI 	I
11 06 49.4089	 31.3250084	LMI 	I
11 06 48.4409	 30.3250122	LMI 	I
11 06 47.4897	 29.3250198	LMI 	I
11 06 46.5595	 28.3250256	LMI 	O
11 06 45.6426	 27.3250313	LMI 	I
11 06 44.7465	 26.3250370	LMI 	I
11 06 43.8609	 25.3250408	LMI 	I
11 06 43.4250	 24.8250446	LMI 	O
11 02 44.7367	 24.8281116	LMI 	I
10 58 46.0791	 24.8313808	LMI 	I
10 54 47.3771	 24.8348522	LMI 	I
10 51 48.3585	 24.8375893	LMI 	O
10 51 47.2734	 23.8375969	LMI 	I
10 51 46.2093	 22.8376045	LMI 	O
10 47 47.3802	 22.8414307	LMI 	I
10 43 48.5821	 22.8454571	LMI 	I
10 39 49.7394	 22.8496799	LMI 	I
10 36 50.6106	 22.8529778	LMI 	O
10 36 51.8879	 23.8529663	LMI 	I
10 36 53.1889	 24.8529549	LMI 	I
10 36 54.5073	 25.8529415	LMI 	I
10 36 55.8497	 26.8529282	LMI 	I
10 36 57.2163	 27.8529167	LMI 	O
10 32 58.6515	 27.8574791	LMI 	I
10 29 00.1107	 27.8622360	LMI 	I
10 25 01.5255	 27.8671875	LMI 	I
10 21 02.9265	 27.8723297	LMI 	I
10 17 04.3548	 27.8776627	LMI 	I
10 13 05.7353	 27.8831825	LMI 	I
10 09 07.1021	 27.8888912	LMI 	I
10 05 08.4963	 27.8947849	LMI 	I
10 01 09.8385	 27.9008617	LMI 	I
10 00 10.1625	 27.9024086	LMI 	O
10 00 12.0985	 28.9023838	LMI 	I
10 00 14.0763	 29.9023590	LMI 	I
10 00 16.0917	 30.9023304	LMI 	I
10 00 18.1515	 31.9023056	LMI 	I
10 00 20.2525	 32.9022789	LMI 	O
04 55 40.1631	-15.2988997	LEP 	I
04 55 37.1471	-16.2988281	LEP 	I
04 55 34.1001	-17.2987537	LEP 	I
04 55 31.0188	-18.2986774	LEP 	I
04 55 27.9012	-19.2986031	LEP 	I
04 55 24.7479	-20.2985268	LEP 	I
04 55 21.5515	-21.2984486	LEP 	I
04 55 18.3123	-22.2983704	LEP 	I
04 55 15.0251	-23.2982903	LEP 	I
04 55 11.6897	-24.2982082	LEP 	I
04 55 08.3010	-25.2981281	LEP 	I
04 55 04.8540	-26.2980442	LEP 	I
04 55 02.2311	-27.0479794	LEP 	O
04 59 01.8017	-27.0596256	LEP 	I
05 03 01.3965	-27.0713310	LEP 	I
05 05 01.1850	-27.0772038	LEP 	O
05 09 00.8175	-27.0889893	LEP 	I
05 13 00.4397	-27.1008244	LEP 	I
05 17 00.1219	-27.1127052	LEP 	I
05 20 59.8297	-27.1246300	LEP 	I
05 24 59.5275	-27.1365910	LEP 	I
05 28 59.2867	-27.1485901	LEP 	I
05 32 59.0701	-27.1606197	LEP 	I
05 36 58.8471	-27.1726742	LEP 	I
05 40 58.6837	-27.1847553	LEP 	I
05 44 58.5441	-27.1968575	LEP 	I
05 48 58.3963	-27.2089748	LEP 	I
05 52 58.3104	-27.2211075	LEP 	I
05 56 58.2519	-27.2332497	LEP 	I
06 00 58.1811	-27.2453957	LEP 	I
06 04 58.1757	-27.2575436	LEP 	I
06 08 58.1946	-27.2696915	LEP 	I
06 11 58.2159	-27.2787991	LEP 	O
06 12 01.8705	-26.2788925	LEP 	I
06 12 05.4633	-25.2789841	LEP 	I
06 12 08.9961	-24.2790718	LEP 	I
06 12 12.4758	-23.2791595	LEP 	I
06 12 15.9019	-22.2792473	LEP 	I
06 12 19.2801	-21.2793312	LEP 	I
06 12 22.6123	-20.2794170	LEP 	I
06 12 25.9013	-19.2795010	LEP 	I
06 12 29.1525	-18.2795830	LEP 	I
06 12 32.3643	-17.2796631	LEP 	I
06 12 35.5417	-16.2797432	LEP 	I
06 12 38.6885	-15.2798243	LEP 	I
06 12 41.8039	-14.2799025	LEP 	I
06 12 44.8923	-13.2799807	LEP 	I
06 12 47.9545	-12.2800570	LEP 	I
06 12 50.9947	-11.2801352	LEP 	I
06 12 51.7500	-11.0301533	LEP 	O
06 08 51.7383	-11.0180111	LEP 	I
06 04 51.7350	-11.0058632	LEP 	I
06 00 51.7767	-10.9937153	LEP 	I
05 56 51.7938	-10.9815683	LEP 	I
05 55 51.7897	-10.9785318	LEP 	O
05 51 51.8551	-10.9663944	LEP 	I
05 47 51.8931	-10.9542656	LEP 	I
05 43 51.9431	-10.9421501	LEP 	I
05 39 52.0362	-10.9300556	LEP 	I
05 35 52.1034	-10.9179802	LEP 	I
